微博正文,情感分析结果
【王冰冰喊你来看#纪录片奇妙中国第二季#！】科技想象触达未来之境，跟随王冰冰@吃花椒的喵酱搭乘“奇妙中国”号列车，一起去探索科技童话的奇与妙，感受科技创新带来的加速度。3月30日至4月8日中午12:00，来央视频#跟王冰冰一起漫游奇妙中国#！#来央视频看纪录片#（央视频号：CCTV纪录）L央视频的微博视频,正面
发现自己很喜欢单眼皮但又自带狭长眼线的男生的眼睛参考王冰冰的眼睛,负面
✿你好生活第4季✿撒贝宁给✿杨帆打电话结果到最后发现根本没加微信好友✿尼格买提✿岳云鹏✿王冰冰L超爱的无敌冰雪碧的微博视频,正面
王冰冰超话消息一则来自网络视听大会消息，冰冰姐参与拍摄的《王冰冰的街头实验》入选了“我们的新征程”主题视听作品“优秀作品”名单（微综艺），原视频由央视新闻发布（图三），大家可以回顾一下，虽说是vivo的推广，但是视频拍的还是不错的，看着挺暖的，恭喜冰冰姐了，期待更多好看的节目,正面
“好喜欢这种氛围感”#王冰冰#王冰冰超话,正面
王冰冰超话犹抱琵琶半遮面。转轴拨弦三两声，未成曲调先有情。弦弦掩抑声声思，似诉平生不得志。低眉信手续续弹，说尽心中无限事。轻拢慢捻抹复挑，,正面
王冰冰超话路过被某人美貌硬控二十秒遂画,正面
王冰冰超话wordbyword………,负面
王冰冰超话官方认证，之前大家看到的《AI看典籍》中，人物原型确实是冰冰姐和撒老师，之前因为都没有官方说明，所以也就没搬运相关图片什么的；AI作为比较新的前沿的东西，肯定要不断优化的，像与不像还请多多包涵，多多理解，相信随着时间推移，一定会做的越来越好的,正面
自做官杀的女命，婚后会遭到家暴，贾静雯林依晨，wqy，还有王冰冰，有时候不要和搞体育的男人搭上边，官杀的真面目就是家暴,负面
王冰冰超话第二季依旧是10集，每集5分钟，还请大家听冰冰姐给大家讲述～,正面
【炫酷！#王冰冰科幻感海报#】在科技感与未来感交织的隧道中，《奇妙中国》第二季的列车再度启程，驶向科技秘境的腹地，跨越想象力的浩瀚星空，直至未来之境。3月30日-4月8日中午12:00，#来央视频看纪录片#→O网页链接，#王冰冰带你漫游奇妙中国#，一起探索科技新世界。,正面
王冰冰超话若待上林花似锦，出门俱是看花人,负面
王冰冰超话夸夸，期待,正面
“形容不出来的喜欢统称为感觉”#王冰冰#王冰冰超话L_小張乏了的微博视频,负面
王冰冰超话看到你的时候，仿佛坠入一场幻梦，只想沉醉不醒@吃花椒的喵酱,正面
王冰冰帮我改论文我吃泡面所以我决定发一条weibo感谢她,正面
这AI小撒比小撒的头还小，技术进步，物尽其用，令人叹服。这AI王冰冰比王冰冰的头还大,正面
王冰冰超话靠近光，追随光，成为光，散发光，期待光，感受光，热爱光，温暖🙂,正面
王冰冰超话大晚上的，晒晒太阳吧,正面
王冰冰超话冰冰在对我笑,负面
王冰冰超话cheers（请忽略我奶盖放多了，变成了如此一坨咖啡不像咖啡奶油不像奶油的玩意）,负面
王冰冰超话每一张的冰冰都是一样的迷人,负面
看到冰冰就是happy的一天王冰冰超话专栏·棒棒冰~（๑✧∀✧๑）☀,正面
王冰冰超话一寸光阴一寸金，三寸光阴一个鑫各位晚安,正面
王冰冰超话我先早点休息了，晚安,负面
王冰冰超话经过我的发现，当爱说废话的fa椒去上学后，爱说废话的鸡爪就出现了晚安～,负面
“寻梦撑一支长篙向青草更青处漫溯满载一船星辉在星辉斑斓里放歌但我不能放歌悄悄是别离的笙箫夏虫也为我沉默沉默是今晚的康桥”#王冰冰#王冰冰超话L_小張乏了的微博视频,正面
王冰冰超话春水碧于天，画船听雨眠@吃花椒的喵酱,正面
王冰冰超话为啥总有人嫌弃我们小王唱歌，我宣布我是小王同学的音饭，@吃花椒的喵酱多唱，我爱听,正面
姐姐，王冰冰姐姐,正面
王冰冰超话大家晚上好华为探展直播截修p3疑似露出喵爪另外，如果让你用四个字就来概括今天的直播，你会用____,负面
王冰冰超话我给你推荐几部电影吧喜剧之王欢乐喜剧人你的名字@吃花椒的喵酱,正面
今天跟我约拍的妹妹说我像王冰冰，确实以前听到过同学这样说过，但是第一次听陌生人说！！！太太太开心了,负面
王冰冰超话🧊🧊，有种神秘的力量，看见图片心情会好很多～,正面
王冰冰超话冰冰壁纸，无印自取，对冰冰此图做了向上延伸，更适合手机壁纸,负面
王冰冰超话#王冰冰#白天有光，夜晚有星，水中有鱼，天空中有飞鸟，而在这个善变且繁华的世界，难得有你@吃花椒的喵酱[锦鲤附体][锦鲤附体],正面
小尼啊，咱就非得提“你和王冰冰是总台两大巨头”吗？😅,负面
王冰冰超话冰冰姐前一阵子已经发了自己在柬埔寨出差的微博消息，那就搬运一个视频吧，继续期待节目的播出来源：柬埔寨柬单网Lsym诗宇末的微博视频,正面
尼格买提、月亮姐姐、王冰冰、武大靖等明星组队打卡吉林延边！L吉视频的微博视频,正面
中澳混血黑嘉嘉，职业围棋七段，完完全全日漫美少女！话说，可以派王冰冰去采访她吗！！？哈哈哈#春日cityhappy计划#L视频匠人的微博视频,正面
王冰冰自信答题惊呆撒贝宁你好生活第3季综艺   #亿点曝光计划#L三界影视剪辑的微博视频,正面
王俊凯超话#陪王俊凯奔赴每一个十年##从开始到未来，只为王俊凯#｜#王俊凯2024凯启甲辰#｜不为难自己，就是最好的当下、不是现在的生活有多难，而是希望能遵循自己的想法，去过独一无二的人生。─@TFBOYS-王俊凯红蓝战歌K红蓝战歌向远方L央视新闻的微博视频【王俊凯电影】【王俊凯演技】【王俊凯台词】【王俊凯演员】【王俊凯公益】【王俊凯粉丝】【王俊凯焕蓝梦想基金】【王俊凯阅读室】【王俊凯wjk三字】【王俊凯演唱会】【wjk公益】【wjk歌手】【三字舞蹈】【三字英文歌】【三字弟弟】,正面
王冰冰超话jrm，因为本冰粉还比较喜欢玲娜贝儿，星黛露和olu，所以又想到了两个名字：第一个是“穿贝黛裤的喵酱”，第二个是“吃龟玲膏的喵酱”，大家有没有什么建议呀,正面
王冰冰超话DNF里出现了熟悉的身影,正面
王冰冰超话高考都考什么,正面
你们是因为有王冰冰才搞现场报道的对吧我要死了我怎么学播音。,负面
这是我们的第一次车拍尝试，心心念念了许久的电动车车拍方案终于落地啦，感谢@SmallRig斯莫格、@尼康中国的支持，也感谢好朋友们的帮助，希望这期视频也可以帮助到你！部分画面素材来源@影视飓风MediaStorm团队导演@爱犬人士孙先生摄影刘祉含张甜甜马跃美术王冰冰特效刘祉含策划董彤彤场务史偲昱航拍任涛车拍导演陈泽羿摩托车手赵羿飞技术指导屈颢轩邢晟录音混音LRMusicStudio鸣谢乔丹特别鸣谢王谦老师L爱犬人士孙先生的微博视频,正面
“做自己的治愈者和自己握手言和.”#王冰冰#王冰冰超话L_小張乏了的微博视频,负面
✿你好生活第3季✿王冰冰问小朋友✿派大星的天敌是谁✿撒贝宁：你找到同龄人了✿尼格买提✿你好生活L超爱的无敌冰雪碧的微博视频,正面
你好生活第4季撒贝宁这是在演我上班的精神状态吧尼格买提王冰冰明星综艺娱乐搞笑演员#优质博文上热搜开放计划#L没点头脑想不到的id的微博视频,正面
央视“招冰买马”·王冰冰·马凡舒颜值太🉑️了！流量密码属实是被央视拿捏住了🥰L轻娱的微博视频,负面
王冰冰超话宣宣真的没有人来吃一口吗,负面
王冰冰超话,负面
王冰冰超话谁有这期的图片砸过来吧,负面
王冰冰好可爱，超喜欢看她的vlog,正面
王冰冰超话金属徽章，想来的滴滴,正面
【#宗庆后曾回应实验室御用水#】不少网友表示，他们读大学时实验室都是使用娃哈哈的纯净水作为实验水。在2022年接受央视记者王冰冰的采访中，宗庆后曾回应实验用水说法，表示“我们的纯度比较高”。此外，王冰冰看着标签上的净含量提出了这样一个疑问，“为什么净含量不是整数，596是不是有什么特殊意义？”而答案有些出人意料，宗庆后向王冰冰解释道：“当时想做600ml的，但是生产出来发现只有596ml，多少就是多少，我们不能欺骗消费者。”#娃哈哈纯净水为什么是596ml##和宗庆后告别#@浙江经视,正面
王冰冰超话根据化妆师前两天的发帖，今天我在ysp发现了图三，根据官号的简介“一针一线，织染绘绣，中华服饰传承千年，一起品味华裳之美，传承东方文化之美。”是一档关于传统服饰的节目，可以期待一下,正面
王冰冰超话；冰冰好美，……,负面
我服了王冰冰实在太可爱了,负面
王冰冰超话一组拍摄花絮。来源视频号和dy，侵删。,正面
王冰冰超话今日冰冰凉凉送给你,正面
【#王冰冰体验捞田螺#】总台记者王冰冰@吃花椒的喵酱在惊蛰时节来到浏阳官渡，体验了一把捞田螺的快乐！捞田螺是一项技术活，眼力和感知缺一不可，有些田螺会吸附在田边，另外一些会藏在泥里，要靠用手摸取来获得。冰冰捞田螺战绩如何？关注#国之大雅二十四节气#之惊蛰篇→O网页链接为你揭晓答案！（央视频号：国之大雅）L央视频的微博视频,正面
王冰冰超话的桌面，我还是挺满意的,负面
王冰冰超话大家晚上好国之大雅·惊蛰截修想加入喵酱高仿号的友友可以仔细观看这一期，里面介绍了多种香料和食材（ps:今天绝对是轻修，听说点赞留爪可以让博主快乐两年多）,正面
王冰冰超话新壁纸越看越喜欢,正面
王冰冰超话国之大雅·惊蛰截修田螺姑娘，可以教我做锅包肉嘛@吃花椒的喵酱,正面
王冰冰超话想问问各位家人们，有没有这系列的高清原图啊？真的就是梦开始的地方，被冰冰美疯了,正面
